time,x,y,z
3.322452,4.215,0.342,-5.8155
3.334516,4.6859,2.0414,3.4063
3.342618,3.5288,2.5871,8.1907
3.357157,1.9452,2.4347,3.9145
3.362046,0.4708,2.3134,-0.6981
3.371944,0.4468,2.258,-4.3209
3.382097,0.887,2.1322,-6.5335
3.392268,1.6215,1.816,-6.8007
3.402125,2.3183,1.4095,-5.7882
3.412426,3.3579,1.3244,-3.9867
3.4267,4.3011,1.5868,-2.685
3.431781,4.3768,1.669,-2.6172
3.446457,4.0537,1.6449,-3.1656
3.452024,3.8606,1.7018,-3.629
3.461662,3.9413,1.8724,-4.3798
3.471609,4.4256,2.2217,-5.0336
3.481748,4.9082,2.7008,-5.5822
3.491464,5.5084,3.2011,-5.5913
3.501221,5.5807,3.4843,-5.4456
3.527727,5.1057,3.577,-5.5142
3.556676,5.0597,3.6279,-4.3838
3.5568,5.06,3.6924,-3.272
3.560778,4.5753,3.4943,-1.592
3.570577,4.3718,3.111,-1.0174
3.581396,3.7498,2.2212,-0.6984
3.591143,3.1953,0.6091,0.2707
3.602001,2.0012,-1.9842,2.7447
3.611105,-1.7158,-4.974,6.9647
3.624,-7.0292,-7.9545,14.9821
3.631215,-11.6041,-8.7353,14.4503
3.640924,-10.2675,-4.7372,4.8084
3.650147,-9.2846,-0.9343,-2.3239
3.660062,-7.0078,2.0933,-4.1858
3.670308,-3.7856,4.6165,-4.5198
3.68083,-1.5522,3.5467,-5.5706
3.690915,-0.3258,0.0984,-7.1312
3.700832,0.0753,-2.9889,-6.4857
3.716516,0.108,-6.9454,-3.6126
3.719964,-0.4523,-10.3927,-1.8892
3.729825,-0.3121,-13.0992,-1.0162
3.739799,-0.3493,-14.36,-1.1563
3.749683,-0.5058,-12.3408,-2.0306
3.760013,0.2288,-7.4548,-2.3039
3.770522,1.7654,-2.743,-1.3341
3.780423,5.0641,3.0237,3.6524
3.790094,7.3599,6.9182,4.6118
3.802767,7.7093,7.658,2.6807
3.810049,7.6425,7.5782,0.5266
3.820008,6.8784,7.0685,-1.4307
3.829385,5.0431,5.2343,-2.8408
3.839208,2.7841,2.8561,-2.7463
3.849106,2.1306,1.1538,-2.4568
3.859577,1.967,0.2684,-3.155
3.870552,1.8134,-0.1926,-4.1722
3.879367,1.6059,-0.3861,-4.6183
3.891719,1.1839,-0.4878,-3.8012
3.899405,0.5773,-0.3965,-2.4401
3.914398,0.0023,-0.1474,-1.6635
3.919168,-0.2401,0.3285,-1.3395
3.929172,-0.2525,0.877,-0.4687
3.938711,-0.4308,1.3215,0.4006
3.949672,-0.8088,1.7532,0.9377
3.958962,-1.3083,1.7566,0.8317
3.968799,-1.6504,1.7335,0.6253
3.98084,-1.8371,1.4124,0.9348
3.98913,-2.1727,0.8759,1.3761
4.003355,-2.4355,0.3925,1.8301
4.008717,-2.6779,0.039,2.2795
4.018741,-2.6794,-0.0508,2.5381
4.028429,-2.359,0.0944,2.2897
4.03859,-1.8038,0.3553,1.9606
4.048151,-0.9517,0.6692,1.397
4.058454,-0.2145,0.8823,0.7172
